1 1 0.515115
1 2 0.519534
1 3 0.523598
1 4 0.527481
1 5 0.530957
1 6 0.534194
1 7 0.536961
1 8 0.539420
1 9 0.541339
1 10 0.542875
1 11 0.543797
1 12 0.544257
1 13 0.544028
1 14 0.543258
1 15 0.541727
1 16 0.539580
1 17 0.536606
1 18 0.532950
1 19 0.528412
1 20 0.523138
1 21 0.516941
1 22 0.509968
1 23 0.502048
1 24 0.493331
1 25 0.483661
1 26 0.473189
1 27 0.461778
1 28 0.449578
1 29 0.436471
1 30 0.422605
1 31 0.407878
1 32 0.392437
1 33 0.376198
1 34 0.359299
1 35 0.341674
1 36 0.323455
1 37 0.304589
1 38 0.285200
1 39 0.265248
1 40 0.244848
1 41 0.223973
1 42 0.202725
1 43 0.181090
1 44 0.159159
1 45 0.136928
1 46 0.114477
1 47 0.091812
1 48 0.069002
1 49 0.046064
1 50 0.023053
2 1 0.523359
2 2 0.527520
2 3 0.531531
2 4 0.535165
2 5 0.538593
2 6 0.541585
2 7 0.544306
2 8 0.546524
2 9 0.548396
2 10 0.549691
2 11 0.550560
2 12 0.550774
2 13 0.550481
2 14 0.549458
2 15 0.547848
2 16 0.545437
2 17 0.542368
2 18 0.538436
2 19 0.533785
2 20 0.528222
2 21 0.521894
2 22 0.514624
2 23 0.506558
2 24 0.497537
2 25 0.487709
2 26 0.476933
2 27 0.465357
2 28 0.452858
2 29 0.439585
2 30 0.425430
2 31 0.410542
2 32 0.394829
2 33 0.378436
2 34 0.361288
2 35 0.343521
2 36 0.325076
2 37 0.306083
2 38 0.286494
2 39 0.266431
2 40 0.245858
2 41 0.224885
2 42 0.203489
2 43 0.181769
2 44 0.159713
2 45 0.137407
2 46 0.114850
2 47 0.092117
2 48 0.069217
2 49 0.046211
2 50 0.023123
3 1 0.531930
3 2 0.536057
3 3 0.539840
3 4 0.543451
3 5 0.546663
3 6 0.549641
3 7 0.552155
3 8 0.554363
3 9 0.556031
3 10 0.557313
3 11 0.557977
3 12 0.558171
3 13 0.557665
3 14 0.556606
3 15 0.554772
3 16 0.552305
3 17 0.548994
3 18 0.544982
3 19 0.540069
3 20 0.534400
3 21 0.527791
3 22 0.520388
3 23 0.512023
3 24 0.502846
3 25 0.492706
3 26 0.481755
3 27 0.469860
3 28 0.457173
3 29 0.443580
3 30 0.429231
3 31 0.414030
3 32 0.398123
3 33 0.381431
3 34 0.364094
3 35 0.346047
3 36 0.327424
3 37 0.308173
3 38 0.288420
3 39 0.268124
3 40 0.247400
3 41 0.226220
3 42 0.204687
3 43 0.182784
3 44 0.160603
3 45 0.138136
3 46 0.115463
3 47 0.092587
3 48 0.069574
3 49 0.046442
3 50 0.023241
4 1 0.541022
4 2 0.544937
4 3 0.548717
4 4 0.552136
4 5 0.555361
4 6 0.558163
4 7 0.560700
4 8 0.562740
4 9 0.564437
4 10 0.565555
4 11 0.566242
4 12 0.566266
4 13 0.565772
4 14 0.564531
4 15 0.562686
4 16 0.560017
4 17 0.556667
4 18 0.552428
4 19 0.547442
4 20 0.541518
4 21 0.534800
4 22 0.527113
4 23 0.518605
4 24 0.509118
4 25 0.498803
4 26 0.487521
4 27 0.475424
4 28 0.462394
4 29 0.448581
4 30 0.433885
4 31 0.418454
4 32 0.402204
4 33 0.385280
4 34 0.367611
4 35 0.349337
4 36 0.330401
4 37 0.310933
4 38 0.290889
4 39 0.270389
4 40 0.249399
4 41 0.228029
4 42 0.206256
4 43 0.184176
4 44 0.161778
4 45 0.139146
4 46 0.116277
4 47 0.093243
4 48 0.070053
4 49 0.046764
4 50 0.023398
5 1 0.550424
5 2 0.554350
5 3 0.557955
5 4 0.561409
5 5 0.564483
5 6 0.567338
5 7 0.569742
5 8 0.571848
5 9 0.573420
5 10 0.574606
5 11 0.575169
5 12 0.575253
5 13 0.574624
5 14 0.573422
5 15 0.571422
5 16 0.568763
5 17 0.565229
5 18 0.560959
5 19 0.555754
5 20 0.549756
5 21 0.542779
5 22 0.534971
5 23 0.526165
5 24 0.516512
5 25 0.505865
5 26 0.494378
5 27 0.481923
5 28 0.468656
5 29 0.454467
5 30 0.439512
5 31 0.423699
5 32 0.407178
5 33 0.389874
5 34 0.371932
5 35 0.353291
5 36 0.334087
5 37 0.314270
5 38 0.293969
5 39 0.273144
5 40 0.251910
5 41 0.230241
5 42 0.208239
5 43 0.185887
5 44 0.163273
5 45 0.140392
5 46 0.117318
5 47 0.094055
5 48 0.070666
5 49 0.047165
5 50 0.023601
6 1 0.560320
6 2 0.564083
6 3 0.567739
6 4 0.571062
6 5 0.574215
6 6 0.576966
6 7 0.579470
6 8 0.581490
6 9 0.583172
6 10 0.584279
6 11 0.584951
6 12 0.584951
6 13 0.584415
6 14 0.583111
6 15 0.581174
6 16 0.578382
6 17 0.574869
6 18 0.570426
6 19 0.565191
6 20 0.558971
6 21 0.551907
6 22 0.543826
6 23 0.534875
6 24 0.524900
6 25 0.514054
6 26 0.502203
6 27 0.489502
6 28 0.475839
6 29 0.461369
6 30 0.445998
6 31 0.429879
6 32 0.412935
6 33 0.395315
6 34 0.376954
6 35 0.357995
6 36 0.338385
6 37 0.318258
6 38 0.297572
6 39 0.276450
6 40 0.254858
6 41 0.232907
6 42 0.210574
6 43 0.187955
6 44 0.165037
6 45 0.141902
6 46 0.118548
6 47 0.095042
6 48 0.071392
6 49 0.047652
6 50 0.023841
7 1 0.570496
7 2 0.574317
7 3 0.577855
7 4 0.581275
7 5 0.584348
7 6 0.587228
7 7 0.589681
7 8 0.591851
7 9 0.593499
7 10 0.594764
7 11 0.595404
7 12 0.595553
7 13 0.594972
7 14 0.593792
7 15 0.591782
7 16 0.589070
7 17 0.585440
7 18 0.581021
7 19 0.575613
7 20 0.569351
7 21 0.562051
7 22 0.553858
7 23 0.544608
7 24 0.534451
7 25 0.523247
7 26 0.511151
7 27 0.498044
7 28 0.484085
7 29 0.469173
7 30 0.453468
7 31 0.436887
7 32 0.419585
7 33 0.401497
7 34 0.382770
7 35 0.363349
7 36 0.343376
7 37 0.322805
7 38 0.301767
7 39 0.280225
7 40 0.258296
7 41 0.235954
7 42 0.213302
7 43 0.190322
7 44 0.167102
7 45 0.143633
7 46 0.119990
7 47 0.096174
7 48 0.072244
7 49 0.048211
7 50 0.024122
8 1 0.581124
8 2 0.584833
8 3 0.588478
8 4 0.591835
8 5 0.595060
8 6 0.597918
8 7 0.600556
8 8 0.602734
8 9 0.604587
8 10 0.605872
8 11 0.606719
8 12 0.606884
8 13 0.606491
8 14 0.605303
8 15 0.603441
8 16 0.600678
8 17 0.597137
8 18 0.592607
8 19 0.587215
8 20 0.580768
8 21 0.573402
8 22 0.564946
8 23 0.555545
8 24 0.545049
8 25 0.533613
8 26 0.521111
8 27 0.507702
8 28 0.493283
8 29 0.478015
8 30 0.461814
8 31 0.444840
8 32 0.427024
8 33 0.408523
8 34 0.389279
8 35 0.369442
8 36 0.348964
8 37 0.327984
8 38 0.306464
8 39 0.284528
8 40 0.262147
8 41 0.239431
8 42 0.216358
8 43 0.193024
8 44 0.169415
8 45 0.145610
8 46 0.121606
8 47 0.097467
8 48 0.073198
8 49 0.048850
8 50 0.024438
9 1 0.591982
9 2 0.595799
9 3 0.599390
9 4 0.602913
9 5 0.606138
9 6 0.609210
9 7 0.611892
9 8 0.614317
9 9 0.616241
9 10 0.617790
9 11 0.618715
9 12 0.619135
9 13 0.618805
9 14 0.617839
9 15 0.616001
9 16 0.613404
9 17 0.609825
9 18 0.605383
9 19 0.599872
9 20 0.593420
9 21 0.585844
9 22 0.577282
9 23 0.567576
9 24 0.556874
9 25 0.545045
9 26 0.532247
9 27 0.518371
9 28 0.503582
9 29 0.487791
9 30 0.471166
9 31 0.453635
9 32 0.435362
9 33 0.416291
9 34 0.396577
9 35 0.376174
9 36 0.355229
9 37 0.333703
9 38 0.311729
9 39 0.289276
9 40 0.266463
9 41 0.243264
9 42 0.219783
9 43 0.196001
9 44 0.172006
9 45 0.147787
9 46 0.123416
9 47 0.098890
9 48 0.074267
9 49 0.049553
9 50 0.024791
10 1 0.603230
10 2 0.606991
10 3 0.610752
10 4 0.614289
10 5 0.617748
10 6 0.620893
10 7 0.623860
10 8 0.626402
10 9 0.628642
10 10 0.630330
10 11 0.631578
10 12 0.632136
10 13 0.632108
10 14 0.631249
10 15 0.629663
10 16 0.627113
10 17 0.623708
10 18 0.619228
10 19 0.613790
10 20 0.607197
10 21 0.599578
10 22 0.590762
10 23 0.580893
10 24 0.569828
10 25 0.557722
10 26 0.544462
10 27 0.530212
10 28 0.514882
10 29 0.498643
10 30 0.481423
10 31 0.463394
10 32 0.444499
10 33 0.424903
10 34 0.404563
10 35 0.383632
10 36 0.362074
10 37 0.340031
10 38 0.317472
10 39 0.294525
10 40 0.271163
10 41 0.247497
10 42 0.223507
10 43 0.199286
10 44 0.174821
10 45 0.150188
10 46 0.125380
10 47 0.100459
10 48 0.075426
10 49 0.050328
10 50 0.025174
11 1 0.614639
11 2 0.618562
11 3 0.622339
11 4 0.626119
11 5 0.629671
11 6 0.633129
11 7 0.636251
11 8 0.639157
11 9 0.641595
11 10 0.643673
11 11 0.645133
11 12 0.646076
11 13 0.646244
11 14 0.645731
11 15 0.644289
11 16 0.642012
11 17 0.638666
11 18 0.634354
11 19 0.628863
11 20 0.622310
11 21 0.614508
11 22 0.605592
11 23 0.595406
11 24 0.584101
11 25 0.571554
11 26 0.557930
11 27 0.543133
11 28 0.527339
11 29 0.510475
11 30 0.492719
11 31 0.474018
11 32 0.454546
11 33 0.434261
11 34 0.413329
11 35 0.391715
11 36 0.369573
11 37 0.346874
11 38 0.323753
11 39 0.300187
11 40 0.276294
11 41 0.252053
11 42 0.227566
11 43 0.202815
11 44 0.177885
11 45 0.152763
11 46 0.127516
11 47 0.102140
11 48 0.076686
11 49 0.051157
11 50 0.025591
12 1 0.626351
12 2 0.630280
12 3 0.634297
12 4 0.638178
12 5 0.642059
12 6 0.645702
12 7 0.649226
12 8 0.652381
12 9 0.655269
12 10 0.657632
12 11 0.659561
12 12 0.660791
12 13 0.661406
12 14 0.661143
12 15 0.660085
12 16 0.657980
12 17 0.654915
12 18 0.650659
12 19 0.645312
12 20 0.638670
12 21 0.630853
12 22 0.621691
12 23 0.611323
12 24 0.599617
12 25 0.586733
12 26 0.572570
12 27 0.557304
12 28 0.540864
12 29 0.523433
12 30 0.504961
12 31 0.485631
12 32 0.465406
12 33 0.444464
12 34 0.422776
12 35 0.400506
12 36 0.377630
12 37 0.354294
12 38 0.330479
12 39 0.306312
12 40 0.281772
12 41 0.256971
12 42 0.231889
12 43 0.206616
12 44 0.181140
12 45 0.155531
12 46 0.129781
12 47 0.103945
12 48 0.078020
12 49 0.052047
12 50 0.026031
13 1 0.638129
13 2 0.642279
13 3 0.646391
13 4 0.650604
13 5 0.654686
13 6 0.658758
13 7 0.662571
13 8 0.666229
13 9 0.669470
13 10 0.672379
13 11 0.674687
13 12 0.676467
13 13 0.677445
13 14 0.677687
13 15 0.676928
13 16 0.675234
13 17 0.672355
13 18 0.668370
13 19 0.663055
13 20 0.656508
13 21 0.648543
13 22 0.639282
